cid,smiles,bioactivity,type,value (nM)
118308594,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)C(C5=C(C=CC(=C5)F)F)F,Active,IC50,20
118308594,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)C(C5=C(C=CC(=C5)F)F)F,Active,IC50,20
155555998,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,19
155518204,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,1100
127024774,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=C(C=C(C=C5F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,170
127024774,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=C(C=C(C=C5F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,170
127024773,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=C(C=CC(=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,1100
90038032,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=CC=C(C=C5)C#N,Active,IC50,1940
90038032,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=CC=C(C=C5)C#N,Active,IC50,1940
127024465,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=CC=C(C=C5)Cl.C(=O)(C(F)(F)F)O,Active,IC50,310
127024465,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=CC=C(C=C5)Cl.C(=O)(C(F)(F)F)O,Active,IC50,310
90038583,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=CC=CC=C5C#N,Active,IC50,2883
155567731,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=CC=CC=C5C#N.C(=O)(C(F)(F)F)O,Active,IC50,2883
127024464,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=CC=CC=C5Cl.C(=O)(C(F)(F)F)O,Active,IC50,1510
127024464,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=CC=CC=C5Cl.C(=O)(C(F)(F)F)O,Active,IC50,1510
127024453,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)C(=O)C5=CC=C(C=C5)C(F)F.C(=O)(C(F)(F)F)O,Active,IC50,2650
127024453,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)C(=O)C5=CC=C(C=C5)C(F)F.C(=O)(C(F)(F)F)O,Active,IC50,2650
155536861,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,21
127024345,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,32
127024345,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,32
127024341,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)F.C(=O)(C(F)(F)F)O,Active,IC50,29
127024341,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)F.C(=O)(C(F)(F)F)O,Active,IC50,29
127024454,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)OC(F)F.C(=O)(C(F)(F)F)O,Active,IC50,270
127024454,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)OC(F)F.C(=O)(C(F)(F)F)O,Active,IC50,270
127024728,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,120
127024728,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,120
127024284,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=CC(=C(C=C5F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,50
127024284,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=CC(=C(C=C5F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,50
127024149,C1CC1NC2=NC3=C(C=NC=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,62
155534644,C1CC1NC2=NC3=C(C=NC=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)F)F)Cl.C(=O)(C(F)(F)F)O,Active,IC50,62
118308530,C1CC1NC2=NC3=C(N=CC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl,Active,IC50,1130
118308530,C1CC1NC2=NC3=C(N=CC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl,Active,IC50,1130
127024737,C1CC1NC2=NC3=CC(=C(C=C3N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,140
127024737,C1CC1NC2=NC3=CC(=C(C=C3N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,140
127024418,C1CC1NC2=NC3=CC(=C(C=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl)F)F.C(=O)(C(F)(F)F)O,Active,IC50,800
127024418,C1CC1NC2=NC3=CC(=C(C=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl)F)F.C(=O)(C(F)(F)F)O,Active,IC50,800
127024600,C1CC1NC2=NC3=CC(=C(C=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)F)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,1470
127024600,C1CC1NC2=NC3=CC(=C(C=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)F)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,1470
127024110,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)[C@@H](C5=C(C=C(C=C5)F)F)F)Cl.C(=O)(C(F)(F)F)O,Active,IC50,29
127024110,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)[C@@H](C5=C(C=C(C=C5)F)F)F)Cl.C(=O)(C(F)(F)F)O,Active,IC50,29
127024593,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F)C(=O)N6CCC6F,Active,IC50,26
127024593,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F)C(=O)N6CCC6F,Active,IC50,26
127024346,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F)Cl.C(=O)(C(F)(F)F)O,Active,IC50,15
127024346,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F)Cl.C(=O)(C(F)(F)F)O,Active,IC50,15
90038387,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)C(=O)C5=C(C=CC(=C5)C#N)Cl)Cl,Active,IC50,89
90038387,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)C(=O)C5=C(C=CC(=C5)C#N)Cl)Cl,Active,IC50,89
127024158,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)F)Br.C(=O)(C(F)(F)F)O,Active,IC50,29
127024158,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)F)Br.C(=O)(C(F)(F)F)O,Active,IC50,29
90037926,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F)Cl,Active,IC50,31
90037926,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F)Cl,Active,IC50,31
127024222,C1CC1NC2=NC3=CC=CC(=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl)C#N.C(=O)(C(F)(F)F)O,Active,IC50,650
127024222,C1CC1NC2=NC3=CC=CC(=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl)C#N.C(=O)(C(F)(F)F)O,Active,IC50,650
127024832,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,19
127024203,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)C(=O)C5=C(C=CC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,6640
127024203,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)C(=O)C5=C(C=CC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,6640
127024393,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)C(=O)C5=CC(=C(C=C5)F)Br.C(=O)(C(F)(F)F)O,Active,IC50,4780
127024393,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)C(=O)C5=CC(=C(C=C5)F)Br.C(=O)(C(F)(F)F)O,Active,IC50,4780
127024391,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,2160
127024391,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,2160
127024348,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,4580
127024348,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,4580
127024198,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)CC5=C(SC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,6030
127024198,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)CC5=C(SC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,6030
90038419,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)CC5=COC6=CC=CC=C65,Active,IC50,3960
90038419,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)CC5=COC6=CC=CC=C65,Active,IC50,3960
90037553,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)S(=O)(=O)C5=CC=CC=C5,Active,IC50,5660
90037553,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)S(=O)(=O)C5=CC=CC=C5,Active,IC50,5660
127024594,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)[C@@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,26
127024594,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)[C@@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,26
127024639,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,22
127024639,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,22
127024501,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)OC5=C(C=C(C=C5)C#N)F.C(=O)(C(F)(F)F)O,Active,IC50,90
127024501,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)OC5=C(C=C(C=C5)C#N)F.C(=O)(C(F)(F)F)O,Active,IC50,90
90038509,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)OC5=C(C=C(C=C5)Cl)F.C(=O)(C(F)(F)F)O,Active,IC50,30
90038509,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)OC5=C(C=C(C=C5)Cl)F.C(=O)(C(F)(F)F)O,Active,IC50,30
127024293,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)OC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,18
127024293,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)OC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,18
127024759,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCN(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,260
127024759,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCN(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,260
127024462,C1CCC(C1)NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)C(=O)C5=C(C=CC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,6150
127024462,C1CCC(C1)NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)C(=O)C5=C(C=CC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,6150
9966125,C1CN(C(=S)N1)C(=S)NC(=O)C2=C(C=C(C=C2)F)F,Active,IC50,110
9966125,C1CN(C(=S)N1)C(=S)NC(=O)C2=C(C=C(C=C2)F)F,Active,IC50,110
9966125,C1CN(C(=S)N1)C(=S)NC(=O)C2=C(C=C(C=C2)F)F,Active,IC50,170
9966125,C1CN(C(=S)N1)C(=S)NC(=O)C2=C(C=C(C=C2)F)F,Active,IC50,170
9835479,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC(=CC=C2)F,Active,IC50,2620
9835479,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC(=CC=C2)F,Active,IC50,2620
9835479,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC(=CC=C2)F,Active,IC50,3190
9835479,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC(=CC=C2)F,Active,IC50,3190
10131705,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=C(C=C2)C(F)(F)F,Active,IC50,1570
10131705,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=C(C=C2)C(F)(F)F,Active,IC50,1570
10131705,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=C(C=C2)C(F)(F)F,Active,IC50,3650
10131705,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=C(C=C2)C(F)(F)F,Active,IC50,3650
9900928,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=C(C=C2)Cl,Active,IC50,450
9900928,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=C(C=C2)Cl,Active,IC50,450
9900928,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=C(C=C2)Cl,Active,IC50,1970
9900928,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=C(C=C2)Cl,Active,IC50,1970
9965602,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=C(C=C2)F,Active,IC50,480
9965602,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=C(C=C2)F,Active,IC50,480
9965602,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=C(C=C2)F,Active,IC50,1250
9965602,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=C(C=C2)F,Active,IC50,1250
9965300,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=CS2,Active,IC50,1960
9965300,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=CS2,Active,IC50,1960
9965300,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=CS2,Active,IC50,2790
9965300,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=CS2,Active,IC50,2790
9878298,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=NO2,Active,IC50,2430
9878298,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=NO2,Active,IC50,2430
9878298,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=NO2,Active,IC50,5830
9878298,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC=NO2,Active,IC50,5830
9879918,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC3=CC=CC=C3C=C2,Active,IC50,710
9879918,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC3=CC=CC=C3C=C2,Active,IC50,710
9836813,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC3=CC=CC=C3S2,Active,IC50,260
9836813,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC3=CC=CC=C3S2,Active,IC50,260
9836813,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC3=CC=CC=C3S2,Active,IC50,4520
9836813,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC3=CC=CC=C3S2,Active,IC50,4520
9835088,C1CN(C(=S)N1)C(=S)NC(=O)C2=CN=CC=C2,Active,IC50,850
9835088,C1CN(C(=S)N1)C(=S)NC(=O)C2=CN=CC=C2,Active,IC50,850
9835088,C1CN(C(=S)N1)C(=S)NC(=O)C2=CN=CC=C2,Active,IC50,6560
9835088,C1CN(C(=S)N1)C(=S)NC(=O)C2=CN=CC=C2,Active,IC50,6560
90039351,C1CN(C1)C(=O)C2=NC=C3C(=C2)N=C(C(=N3)N4CCC(CC4)[C@@H](C5=C(C=C(C=C5)F)F)F)NC6CC6,Active,IC50,23
122420746,C1CN(C1)C(=O)C2=NC=C3C(=C2)N=C(C(=N3)N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F)NC6CC6,Active,IC50,22
127024446,C1CN(C1)C(=O)C2=NC=C3C(=C2)N=C(C(=N3)N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F)NC6CC6.C(=O)(C(F)(F)F)O,Active,IC50,22
127024833,C1CN(CCC1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=CC(=C4)C#N)N=C3NC5=CN=CC=C5.C(=O)(C(F)(F)F)O,Active,IC50,390
127024833,C1CN(CCC1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=CC(=C4)C#N)N=C3NC5=CN=CC=C5.C(=O)(C(F)(F)F)O,Active,IC50,390
90038811,C1CN(CCC1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=CC(=C4)C#N)N=C3NCC(F)F,Active,IC50,71
90038811,C1CN(CCC1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=CC(=C4)C#N)N=C3NCC(F)F,Active,IC50,71
90037616,C1CN(CCC1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=NC=C4)N=C3NCC(F)F,Active,IC50,78
90037616,C1CN(CCC1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=NC=C4)N=C3NCC(F)F,Active,IC50,78
127024296,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=NC4=C(C=CC(=C4)C#N)N=C3NCCC(F)(F)F.C(=O)(C(F)(F)F)O,Active,IC50,160
127024296,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=NC4=C(C=CC(=C4)C#N)N=C3NCCC(F)(F)F.C(=O)(C(F)(F)F)O,Active,IC50,160
127024147,C1CN(CCN1C2=NC3=C(C=CC(=C3)C#N)N=C2NCCF)C(=O)C4=CC=C(C=C4)Cl.C(=O)(C(F)(F)F)O,Active,IC50,960
127024147,C1CN(CCN1C2=NC3=C(C=CC(=C3)C#N)N=C2NCCF)C(=O)C4=CC=C(C=C4)Cl.C(=O)(C(F)(F)F)O,Active,IC50,960
90038375,C1CN(CCN1C2=NC3=CC=CC=C3N=C2NC4=CN=CC=C4)S(=O)(=O)C5=CC=CC=C5,Active,IC50,4630
90038375,C1CN(CCN1C2=NC3=CC=CC=C3N=C2NC4=CN=CC=C4)S(=O)(=O)C5=CC=CC=C5,Active,IC50,4630
127024220,C1CN(CCN1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=CC(=C4)C#N)N=C3NCCC(F)(F)F.C(=O)(C(F)(F)F)O,Active,IC50,390
127024220,C1CN(CCN1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=CC(=C4)C#N)N=C3NCCC(F)(F)F.C(=O)(C(F)(F)F)O,Active,IC50,390
127024191,C1CN(CCN1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=NC=C4)N=C3NCC(F)F.C(=O)(C(F)(F)F)O,Active,IC50,230
127024191,C1CN(CCN1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=NC=C4)N=C3NCC(F)F.C(=O)(C(F)(F)F)O,Active,IC50,230
90038119,C1CN(CCN1CC2=C(C=CC(=C2)Cl)Cl)C3=NC4=C(C=C(C=C4)C#N)N=C3NC5=CN=CC=C5,Active,IC50,440
90038119,C1CN(CCN1CC2=C(C=CC(=C2)Cl)Cl)C3=NC4=C(C=C(C=C4)C#N)N=C3NC5=CN=CC=C5,Active,IC50,440
127024146,C1CN(CCN1CC2=C(C=CC(=C2)Cl)Cl)C3=NC4=C(C=CC(=C4)C#N)N=C3NC5CC(=O)C5.C(=O)(C(F)(F)F)O,Active,IC50,97
127024146,C1CN(CCN1CC2=C(C=CC(=C2)Cl)Cl)C3=NC4=C(C=CC(=C4)C#N)N=C3NC5CC(=O)C5.C(=O)(C(F)(F)F)O,Active,IC50,97
90039926,C1CN(CCN1CC2=C(C=CC(=C2)Cl)Cl)C3=NC4=CC=CC=C4N=C3NC5=CC=C(C=C5)C#N,Active,IC50,5530
90039926,C1CN(CCN1CC2=C(C=CC(=C2)Cl)Cl)C3=NC4=CC=CC=C4N=C3NC5=CC=C(C=C5)C#N,Active,IC50,5530
127024651,C1CN(CCN1CC2=C(C=CC(=C2)Cl)Cl)C3=NC4=CC=CC=C4N=C3NC5=CC=CC=N5.C(=O)(C(F)(F)F)O,Active,IC50,3290
127024651,C1CN(CCN1CC2=C(C=CC(=C2)Cl)Cl)C3=NC4=CC=CC=C4N=C3NC5=CC=CC=N5.C(=O)(C(F)(F)F)O,Active,IC50,3290
